Name,Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Exclude NA
Tom Clancys Rainbow Six: Vegas,PS3,2007,Shooter,0.47,0.53,0.03,0.22,1.25,86,32,7.6,81.0,M,0.78
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,0.45,0.24,0.3,0.16,1.16,88,41,8.0,238.0,T,0.71
Ninja Gaiden Sigma,PS3,2007,Action,0.57,0.32,0.09,0.16,1.14,88,46,7.5,156.0,M,0.57
Medal of Honor: Airborne,X360,2007,Shooter,0.45,0.52,0.01,0.12,1.1,73,54,6.7,77.0,T,0.6500000000000001
Virtua Fighter 5,PS3,2007,Fighting,0.29,0.51,0.08,0.2,1.08,85,47,7.4,67.0,T,0.79
Tom Clancys Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,0.87,0.05,0.02,0.08,1.02,86,58,8.1,89.0,T,0.15000000000000002
Ace Combat 6: Fires of Liberation,X360,2007,Simulation,0.69,0.04,0.22,0.06,1.01,80,54,7.9,101.0,T,0.32000000000000006
Grand Theft Auto: Vice City Stories,PS2,2007,Action,0.78,0.03,0.03,0.13,0.97,75,37,7.8,69.0,M,0.18999999999999995
Lost Odyssey,X360,2007,Role-Playing,0.45,0.26,0.11,0.08,0.9,78,68,8.3,435.0,T,0.45
Time Crisis 4,PS3,2007,Shooter,0.32,0.32,0.05,0.14,0.83,60,52,7.4,21.0,T,0.51
Stranglehold,X360,2007,Shooter,0.4,0.33,0.01,0.09,0.82,77,59,7.6,91.0,M,0.41999999999999993
The World Ends With You,DS,2007,Role-Playing,0.49,0.04,0.21,0.04,0.78,88,59,8.9,284.0,T,0.29000000000000004
Ghost Squad,Wii,2007,Shooter,0.42,0.21,0.08,0.07,0.77,69,42,7.5,31.0,T,0.35000000000000003
Spider-Man 3,PS3,2007,Platform,0.26,0.29,0.02,0.11,0.67,60,33,7.0,40.0,T,0.41000000000000003
Star Ocean: First Departure,PSP,2007,Role-Playing,0.2,0.13,0.22,0.09,0.64,74,32,7.4,28.0,T,0.44
Odin Sphere,PS2,2007,Role-Playing,0.23,0.18,0.09,0.06,0.56,83,49,8.6,60.0,T,0.33000000000000007
No More Heroes,Wii,2007,Action,0.29,0.17,0.04,0.05,0.55,83,64,8.4,259.0,M,0.26000000000000006
Hotel Dusk: Room 215,DS,2007,Adventure,0.26,0.04,0.22,0.03,0.54,78,57,8.6,103.0,T,0.28
Silent Hill: Origins,PSP,2007,Action,0.22,0.15,0.04,0.1,0.52,78,40,7.8,107.0,M,0.30000000000000004
Lair,PS3,2007,Action,0.36,0.03,0.08,0.04,0.51,53,55,6.4,230.0,T,0.15000000000000002
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,0.36,0.02,0.07,0.04,0.5,63,31,7.1,24.0,T,0.14
The Darkness,X360,2007,Shooter,0.36,0.04,0.01,0.03,0.44,82,63,8.1,196.0,M,0.08000000000000002
Castlevania: The Dracula X Chronicles,PSP,2007,Platform,0.22,0.09,0.04,0.07,0.41,80,43,7.8,62.0,T,0.18999999999999997
Medal of Honor Heroes 2,Wii,2007,Shooter,0.33,0.04,0.01,0.03,0.41,73,37,7.6,82.0,T,0.07999999999999996
Overlord,X360,2007,Strategy,0.34,0.03,0.01,0.03,0.4,76,47,8.3,70.0,T,0.06
Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,0.18,0.12,0.04,0.03,0.37,55,44,5.9,49.0,M,0.19
Battalion Wars 2,Wii,2007,Strategy,0.22,0.02,0.08,0.02,0.34,75,38,7.6,45.0,T,0.12000000000000002
Eternal Sonata,X360,2007,Role-Playing,0.19,0.04,0.08,0.02,0.32,79,56,7.9,98.0,T,0.13
Folklore,PS3,2007,Role-Playing,0.2,0.04,0.05,0.03,0.32,75,55,8.2,147.0,T,0.12
Dynasty Warriors 6,X360,2007,Action,0.15,0.06,0.06,0.02,0.3,60,42,7.4,22.0,T,0.15
Trauma Center: New Blood,Wii,2007,Simulation,0.22,0.04,0.01,0.02,0.29,77,43,8.0,20.0,T,0.06999999999999998
Virtua Fighter 5 Online,X360,2007,Fighting,0.2,0.02,0.03,0.02,0.28,89,36,7.6,62.0,T,0.08000000000000002
Armored Core 4,X360,2007,Simulation,0.19,0.01,0.03,0.02,0.25,65,31,7.2,31.0,T,0.06
Dynasty Warriors Gundam,X360,2007,Action,0.15,0.01,0.02,0.01,0.19,55,34,6.8,20.0,T,0.04000000000000001
The Legend of Zelda: Twilight Princess,Wii,2006,Action,3.74,2.14,0.6,0.68,7.16,95,73,9.0,1664.0,T,3.42
Gears of War,X360,2006,Shooter,3.54,1.88,0.07,0.6,6.09,94,88,8.3,2301.0,M,2.55
Grand Theft Auto: Vice City Stories,PSP,2006,Action,1.7,1.99,0.16,1.19,5.03,86,50,8.0,152.0,M,3.33
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,2.83,1.03,0.13,0.4,4.39,94,90,8.7,1113.0,M,1.5599999999999996
Resistance: Fall of Man,PS3,2006,Shooter,1.74,1.72,0.14,0.75,4.35,86,70,8.1,718.0,M,2.6099999999999994
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,1.56,1.4,0.07,0.5,3.54,78,49,7.8,112.0,M,1.98
Call of Duty 3,X360,2006,Shooter,1.49,0.92,0.02,0.27,2.7,82,71,6.5,233.0,T,1.2100000000000002
Saints Row,X360,2006,Action,1.17,0.77,0.02,0.22,2.18,81,74,7.5,214.0,M,1.0100000000000002
Dead Rising,X360,2006,Action,1.16,0.64,0.08,0.2,2.08,85,82,7.6,521.0,M,0.9200000000000002
Tom Clancys Rainbow Six: Vegas,X360,2006,Shooter,1.09,0.65,0.02,0.2,1.95,88,69,8.3,225.0,M,0.8599999999999999
Fight Night Round 3,PS3,2006,Fighting,0.81,0.58,0.01,0.26,1.67,83,37,7.9,24.0,T,0.8599999999999999
Tom Clancys Ghost Recon Advanced Warfighter,X360,2006,Shooter,1.4,0.02,0.02,0.1,1.54,90,78,8.0,215.0,T,0.14000000000000012
Call of Duty 3,PS3,2006,Shooter,0.6,0.62,0.03,0.26,1.5,80,43,6.8,93.0,T,0.9
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,0.47,0.37,0.52,0.12,1.48,57,51,6.9,105.0,T,1.01
Fight Night Round 3,X360,2006,Fighting,1.33,0.03,0.01,0.1,1.47,86,67,8.8,264.0,T,0.1399999999999999
Lost Planet: Extreme Condition,X360,2006,Shooter,1.09,0.04,0.1,0.1,1.34,79,76,7.1,187.0,T,0.25
Black,PS2,2006,Shooter,1.01,0.04,0.03,0.16,1.25,79,62,8.4,195.0,M,0.24
Metal Gear Solid: Portable Ops,PSP,2006,Action,0.38,0.35,0.38,0.08,1.19,87,54,8.2,148.0,M,0.8099999999999999
The Godfather,PS2,2006,Action,0.89,0.03,0.01,0.15,1.09,75,56,8.3,99.0,M,0.20000000000000007
Bully,PS2,2006,Action,0.75,0.03,0.04,0.12,0.94,87,69,9.1,300.0,T,0.18999999999999995
Blue Dragon,X360,2006,Role-Playing,0.3,0.32,0.21,0.08,0.92,79,56,7.8,161.0,T,0.6200000000000001
Tom Clancys Splinter Cell: Double Agent,X360,2006,Action,0.67,0.04,0.01,0.06,0.78,85,59,8.1,148.0,M,0.10999999999999999
Metroid Prime Hunters,DS,2006,Shooter,0.57,0.04,0.11,0.06,0.76,85,54,8.0,188.0,T,0.19000000000000006
Genji: Days of the Blade,PS3,2006,Action,0.18,0.37,0.06,0.14,0.75,55,46,5.8,30.0,T,0.5700000000000001
Red Steel,Wii,2006,Shooter,0.54,0.03,0.04,0.05,0.67,63,54,6.8,121.0,T,0.13
Okami,PS2,2006,Action,0.11,0.03,0.15,0.34,0.63,93,69,9.3,333.0,T,0.52
Tony Hawks Project 8,PS3,2006,Sports,0.3,0.22,0.01,0.1,0.63,76,43,7.1,15.0,T,0.33
Tomb Raider: Legend,PS2,2006,Action,0.25,0.19,0.02,0.06,0.52,82,43,7.2,99.0,T,0.27
Ace Combat Zero: The Belkan War,PS2,2006,Simulation,0.15,0.12,0.2,0.04,0.51,75,45,8.4,55.0,T,0.36
Bleach: The Blade of Fate,DS,2006,Fighting,0.29,0.01,0.12,0.03,0.45,83,32,7.5,23.0,T,0.16000000000000003
Battlefield 2: Modern Combat,X360,2006,Shooter,0.35,0.02,0.01,0.03,0.41,77,54,7.3,79.0,T,0.06
Castlevania: Portrait of Ruin,DS,2006,Platform,0.31,0.02,0.04,0.03,0.4,85,51,8.3,88.0,T,0.09000000000000002
Hitman: Blood Money,X360,2006,Action,0.29,0.06,0.01,0.03,0.39,82,53,8.7,102.0,M,0.10000000000000003
Tomb Raider: Legend,X360,2006,Action,0.27,0.07,0.01,0.03,0.37,80,54,7.3,84.0,T,0.09999999999999998
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,Role-Playing,0.09,0.07,0.18,0.02,0.37,81,34,9.0,59.0,T,0.28
Valkyrie Profile: Lenneth,PSP,2006,Role-Playing,0.17,0.01,0.16,0.02,0.36,80,39,8.4,59.0,T,0.18999999999999997
Trauma Center: Second Opinion,Wii,2006,Simulation,0.28,0.01,0.03,0.03,0.34,80,49,8.0,47.0,T,0.06
Tenchu Z,X360,2006,Action,0.27,0.02,0.02,0.03,0.34,56,51,7.3,58.0,M,0.07
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,0.27,0.01,0.02,0.03,0.33,80,35,8.0,27.0,T,0.06
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,0.09,0.07,0.15,0.02,0.33,84,54,6.4,42.0,T,0.24000000000000002
Driver: Parallel Lines,PS2,2006,Racing,0.12,0.1,0.03,0.03,0.28,69,41,6.9,74.0,M,0.16000000000000003
Resident Evil: Deadly Silence,DS,2006,Action,0.11,0.02,0.11,0.01,0.26,71,41,8.4,36.0,M,0.15000000000000002
Dead or Alive Xtreme 2,X360,2006,Sports,0.15,0.02,0.06,0.02,0.25,53,46,6.7,42.0,M,0.1
Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,0.15,0.01,0.04,0.02,0.23,87,37,8.2,69.0,T,0.08000000000000002
Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,0.14,0.02,0.02,0.02,0.2,58,40,7.2,36.0,T,0.06
Project Sylpheed: Arc of Deception,X360,2006,Shooter,0.12,0.01,0.02,0.01,0.15,64,45,8.6,24.0,T,0.03
Just Cause,X360,2006,Action,0.1,0.03,0.01,0.01,0.14,73,57,7.2,52.0,M,0.04000000000000001
Rumble Roses XX,X360,2006,Fighting,0.07,0.01,0.04,0.01,0.13,62,54,6.6,28.0,M,0.06
Bullet Witch,X360,2006,Shooter,0.07,0.01,0.02,0.01,0.1,55,59,6.1,41.0,M,0.03
Grand Theft Auto: Liberty City Stories,PSP,2005,Action,2.9,2.81,0.24,1.73,7.69,88,65,7.6,453.0,M,4.790000000000001
God of War,PS2,2005,Action,2.71,1.29,0.02,0.43,4.45,94,75,8.9,1007.0,M,1.7400000000000002
Need for Speed: Most Wanted,PS2,2005,Racing,2.03,1.79,0.08,0.47,4.37,82,36,9.1,138.0,T,2.3400000000000003
Tekken 5,PS2,2005,Fighting,0.93,1.94,0.31,0.7,3.87,88,62,8.7,233.0,T,2.94
Resident Evil 4,PS2,2005,Action,2.08,0.83,0.46,0.25,3.62,96,38,8.9,1025.0,M,1.54
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,1.47,1.39,0.03,0.43,3.32,60,34,7.2,82.0,T,1.8499999999999999
Call Of Duty 2: Big Red One,PS2,2005,Shooter,1.48,0.92,0.01,0.26,2.67,77,39,8.2,70.0,T,1.19
Guitar Hero,PS2,2005,Misc,1.67,0.61,0.03,0.07,2.38,91,65,8.7,173.0,T,0.71
Devil May Cry 3: Dantes Awakening,PS2,2005,Action,0.99,0.63,0.29,0.19,2.09,84,60,9.0,213.0,M,1.0999999999999999
Call of Duty 2,X360,2005,Shooter,1.84,0.04,0.01,0.16,2.05,89,65,8.1,310.0,T,0.20999999999999974
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,1.22,0.34,0.04,0.1,1.69,82,59,8.8,66.0,M,0.47
Resident Evil 4,GC,2005,Action,0.98,0.42,0.22,0.06,1.69,96,82,9.4,774.0,M,0.71
Need for Speed: Most Wanted,X360,2005,Racing,1.0,0.13,0.02,0.1,1.25,83,54,8.4,135.0,T,0.25
Ratchet: Deadlocked,PS2,2005,Shooter,0.85,0.03,0.22,0.14,1.24,81,51,8.9,155.0,T,0.39
Shadow of the Colossus,PS2,2005,Action,0.78,0.03,0.2,0.13,1.14,91,77,9.1,948.0,T,0.3599999999999999
Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,0.54,0.33,0.01,0.22,1.09,68,51,7.6,58.0,T,0.55
Star Fox: Assault,GC,2005,Shooter,0.68,0.18,0.19,0.03,1.08,67,59,8.1,106.0,T,0.4
SoulCalibur III,PS2,2005,Fighting,0.74,0.15,0.13,0.05,1.07,86,57,8.4,96.0,T,0.33000000000000007
Phoenix Wright: Ace Attorney,DS,2005,Adventure,0.44,0.05,0.39,0.05,0.92,81,53,9.2,203.0,T,0.48000000000000004
Rogue Galaxy,PS2,2005,Role-Playing,0.24,0.16,0.39,0.05,0.84,83,59,8.5,90.0,T,0.6
Perfect Dark Zero,X360,2005,Shooter,0.66,0.02,0.03,0.06,0.77,81,75,7.3,229.0,M,0.10999999999999999
True Crime: New York City,PS2,2005,Action,0.57,0.02,0.07,0.09,0.76,60,47,7.8,62.0,M,0.19000000000000006
Radiata Stories,PS2,2005,Role-Playing,0.18,0.14,0.29,0.05,0.65,74,36,9.1,55.0,T,0.47000000000000003
Metal Gear Solid 3: Subsistence,PS2,2005,Action,0.34,0.01,0.15,0.06,0.55,94,53,9.3,442.0,M,0.21000000000000002
Fire Emblem: Path of Radiance,GC,2005,Action,0.29,0.08,0.16,0.01,0.54,85,42,8.9,143.0,T,0.25000000000000006
Grandia III,PS2,2005,Role-Playing,0.12,0.1,0.24,0.03,0.49,77,38,8.3,53.0,T,0.37
Dead or Alive 4,X360,2005,Fighting,0.3,0.03,0.1,0.03,0.47,85,76,8.2,224.0,M,0.16999999999999998
Castlevania: Dawn of Sorrow,DS,2005,Platform,0.34,0.03,0.03,0.03,0.43,89,52,8.5,173.0,T,0.08999999999999997
Battalion Wars,GC,2005,Strategy,0.25,0.07,0.07,0.01,0.4,76,43,8.8,18.0,T,0.15000000000000002
Trauma Center: Under the Knife,DS,2005,Simulation,0.3,0.01,0.02,0.03,0.35,81,45,8.7,45.0,T,0.04999999999999999
Trace Memory,DS,2005,Adventure,0.15,0.01,0.12,0.01,0.29,70,51,8.1,42.0,T,0.13999999999999999
Suikoden Tactics,PS2,2005,Strategy,0.06,0.05,0.07,0.02,0.2,68,31,8.6,17.0,T,0.14
Grand Theft Auto: San Andreas,PS2,2004,Action,9.43,0.4,0.41,10.57,20.81,95,80,9.0,1606.0,M,11.379999999999999
Halo 2,X,2004,Shooter,6.82,1.53,0.05,0.08,8.49,95,91,8.2,1224.0,M,1.67
Star Wars: Battlefront,PS2,2004,Shooter,1.93,1.22,0.03,0.44,3.61,82,36,8.7,143.0,T,1.68
Spider-Man 2,PS2,2004,Action,1.75,1.2,0.02,0.43,3.41,80,50,8.9,109.0,T,1.6600000000000001
Call of Duty: Finest Hour,PS2,2004,Shooter,1.51,1.12,0.01,0.24,2.89,76,49,7.7,70.0,T,1.3800000000000001
The Incredibles,PS2,2004,Action,0.96,1.08,0.04,0.3,2.37,62,36,7.6,22.0,T,1.4100000000000001
Tony Hawks Underground 2,PS2,2004,Sports,1.25,0.86,0.01,0.26,2.37,83,59,8.8,55.0,T,1.12
James Bond 007: Everything or Nothing,PS2,2004,Shooter,0.85,1.06,0.09,0.32,2.31,84,42,9.1,51.0,T,1.46
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,1.09,0.15,0.65,0.04,1.94,77,32,8.9,140.0,T,0.8499999999999999
The Getaway: Black Monday,PS2,2004,Action,0.39,1.01,0.02,0.36,1.78,57,53,7.6,48.0,M,1.3900000000000001
Ace Combat 5: The Unsung War,PS2,2004,Simulation,0.88,0.34,0.32,0.18,1.71,84,57,9.1,81.0,T,0.83
Onimusha 3: Demon Siege,PS2,2004,Action,0.37,0.47,0.54,0.07,1.45,85,53,8.6,73.0,M,1.08
Metroid Prime 2: Echoes,GC,2004,Shooter,0.87,0.35,0.07,0.04,1.33,92,60,8.8,281.0,T,0.4600000000000001
Ninja Gaiden,X,2004,Action,0.92,0.2,0.07,0.04,1.23,91,89,8.8,152.0,M,0.30999999999999994
Suikoden IV,PS2,2004,Role-Playing,0.17,0.13,0.3,0.05,0.66,63,44,7.4,48.0,T,0.49
Resident Evil Outbreak File #2,PS2,2004,Action,0.19,0.15,0.17,0.05,0.57,58,35,7.7,71.0,M,0.37999999999999995
Dead or Alive Ultimate,X,2004,Fighting,0.3,0.1,0.08,0.02,0.5,83,64,8.7,25.0,M,0.2
Metal Gear Solid: The Twin Snakes,GC,2004,Action,0.3,0.08,0.07,0.01,0.47,85,54,9.1,143.0,M,0.16999999999999998
Final Fantasy X-2,PS2,2003,Role-Playing,1.92,1.08,2.11,0.17,5.29,85,45,6.6,404.0,T,3.37
Tony Hawks Underground,PS2,2003,Sports,2.29,1.17,0.01,0.42,3.9,90,38,8.7,121.0,T,1.6099999999999999
The Lord of the Rings: The Return of the King,PS2,2003,Action,1.5,1.28,0.05,0.46,3.28,85,31,8.6,106.0,T,1.7799999999999998
True Crime: Streets of LA,PS2,2003,Action,1.89,1.05,0.02,0.31,3.27,77,39,8.0,94.0,M,1.3800000000000001
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,2.22,0.51,0.06,0.15,2.94,87,42,9.0,93.0,M,0.7199999999999998
SoulCalibur II,PS2,2003,Fighting,1.06,0.62,0.13,0.25,2.06,92,41,8.8,120.0,T,1.0
Devil May Cry 2,PS2,2003,Action,0.71,0.58,0.51,0.17,1.97,68,40,6.6,167.0,M,1.26
Star Ocean: Till The End of Time,PS2,2003,Role-Playing,0.8,0.21,0.55,0.15,1.72,80,55,7.7,135.0,T,0.9199999999999999
SoulCalibur II,GC,2003,Fighting,0.99,0.32,0.11,0.08,1.5,93,45,9.0,137.0,T,0.51
Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,0.72,0.38,0.36,0.04,1.49,80,55,8.1,94.0,T,0.77
Resident Evil: Outbreak,PS2,2003,Action,0.54,0.35,0.46,0.1,1.45,71,40,8.3,94.0,M,0.9099999999999999
Enter the Matrix,X,2003,Action,0.72,0.43,0.01,0.04,1.2,65,33,7.1,75.0,T,0.48
Tenchu: Wrath of Heaven,PS2,2003,Action,0.44,0.34,0.25,0.11,1.14,79,33,8.4,38.0,M,0.7
Tales of Symphonia,GC,2003,Role-Playing,0.54,0.21,0.31,0.04,1.1,86,60,8.5,181.0,T,0.56
Brute Force,X,2003,Shooter,0.62,0.18,0.01,0.03,0.83,77,45,7.8,49.0,M,0.20999999999999996
F-Zero GX,GC,2003,Racing,0.41,0.11,0.12,0.02,0.65,89,50,8.6,163.0,T,0.24000000000000005
Drakengard,PS2,2003,Role-Playing,0.19,0.15,0.26,0.05,0.65,63,55,9.1,89.0,M,0.46
Viewtiful Joe,GC,2003,Action,0.38,0.1,0.12,0.02,0.62,93,52,8.3,117.0,T,0.24
Dead or Alive Xtreme Beach Volleyball,X,2003,Sports,0.36,0.08,0.14,0.02,0.59,73,42,7.8,47.0,M,0.22999999999999998
Fullmetal Alchemist and the Broken Angel,PS2,2003,Role-Playing,0.15,0.12,0.26,0.04,0.56,56,35,8.1,38.0,T,0.41000000000000003
Front Mission 4,PS2,2003,Strategy,0.14,0.11,0.25,0.04,0.54,75,39,8.6,22.0,T,0.4
Zone of the Enders: The 2nd Runner,PS2,2003,Simulation,0.15,0.12,0.11,0.04,0.41,82,33,8.9,65.0,M,0.26
Grand Theft Auto: Vice City,PS2,2002,Action,8.41,5.49,0.47,1.78,16.15,95,62,8.7,736.0,M,7.739999999999998
The Lord of the Rings: The Two Towers,PS2,2002,Action,1.94,1.95,0.08,0.7,4.67,82,32,8.2,78.0,T,2.73
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,2.53,0.81,0.06,0.24,3.65,82,42,7.9,83.0,M,1.12
The Getaway,PS2,2002,Action,1.23,1.77,0.05,0.49,3.54,72,49,6.8,89.0,M,2.31
The Elder Scrolls III: Morrowind,X,2002,Role-Playing,2.09,0.63,0.03,0.11,2.86,87,34,8.7,112.0,T,0.77
Metroid Prime,GC,2002,Shooter,1.96,0.67,0.1,0.09,2.82,97,70,9.3,754.0,T,0.8599999999999999
Onimusha 2: Samurais Destiny,PS2,2002,Adventure,0.62,0.44,1.06,0.13,2.25,84,31,9.0,52.0,M,1.63
Star Fox Adventures,GC,2002,Adventure,0.96,0.53,0.3,0.09,1.87,82,39,7.7,148.0,T,0.9100000000000001
Virtua Fighter 4,PS2,2002,Fighting,0.78,0.44,0.56,0.04,1.81,94,36,8.0,84.0,T,1.03
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,0.63,0.49,0.45,0.17,1.74,83,35,8.7,99.0,T,1.1099999999999999
.hack//Infection Part 1,PS2,2002,Role-Playing,0.49,0.38,0.26,0.13,1.27,75,35,8.5,60.0,T,0.78
Dark Cloud 2,PS2,2002,Role-Playing,0.38,0.25,0.26,0.07,0.96,87,41,9.1,174.0,T,0.58
Shinobi,PS2,2002,Platform,0.36,0.28,0.22,0.09,0.96,71,33,7.9,43.0,M,0.6
Wreckless: ThE YaKuza MisSiOns,X,2002,Racing,0.42,0.11,0.02,0.02,0.57,74,36,5.2,13.0,T,0.14999999999999997
Guilty Gear X2,PS2,2002,Fighting,0.09,0.07,0.16,0.02,0.35,87,31,8.7,34.0,T,0.26
Final Fantasy XI,PS2,2002,Role-Playing,0.08,0.06,0.15,0.02,0.32,85,49,6.9,66.0,T,0.24
Panzer Dragoon Orta,X,2002,Shooter,0.16,0.05,0.04,0.01,0.26,90,41,8.6,65.0,T,0.1
JSRF: Jet Set Radio Future,X,2002,Action,0.13,0.04,0.03,0.01,0.21,88,36,8.2,103.0,T,0.07999999999999999
Crazy Taxi 3: High Roller,X,2002,Racing,0.14,0.04,0.02,0.01,0.2,69,33,8.5,13.0,T,0.06
Grand Theft Auto III,PS2,2001,Action,6.99,4.51,0.3,1.3,13.1,97,56,8.5,667.0,M,6.109999999999999
Final Fantasy X,PS2,2001,Role-Playing,2.91,2.07,2.73,0.33,8.05,92,53,8.7,1077.0,T,5.140000000000001
Super Smash Bros. Melee,GC,2001,Fighting,4.41,1.04,1.39,0.22,7.07,92,38,9.1,573.0,T,2.66
Halo: Combat Evolved,X,2001,Shooter,4.98,1.3,0.08,0.07,6.43,97,68,8.6,1292.0,M,1.4499999999999993
Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,2.45,2.01,0.87,0.72,6.05,96,42,8.7,1035.0,M,3.5999999999999996
Tony Hawks Pro Skater 3,PS2,2001,Sports,2.66,1.29,0.01,0.46,4.41,97,34,7.5,298.0,T,1.75
Devil May Cry,PS2,2001,Action,1.36,0.86,0.64,0.13,2.99,94,37,8.5,467.0,M,1.6300000000000001
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,1.03,0.75,0.03,0.09,1.9,90,45,8.6,80.0,T,0.8699999999999999
Dead or Alive 3,X,2001,Fighting,1.19,0.29,0.24,0.06,1.77,87,35,8.6,44.0,T,0.5800000000000001
